,Last,First,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type
0,MADI,Lwazi,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,RSA,ITA,L,Player
1,CARD,Devon,16.0,8.0,0.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,RSA,ITA,L,Player
2,REZELMAN,Timothy,14.0,2.0,1.0,2.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,ITA,L,Player
3,BADENHORST,Nardus,14.0,34.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.0,RSA,ITA,L,Player
4,LAURENSON,Cameron Bain,10.0,59.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,RSA,ITA,L,Player
5,STONE,Ross,24.0,27.0,1.0,4.0,0.0,2.0,,,,,0.0,1.0,,,,,,,1.0,1.0,1.0,,2.0,2.0,0.0,2.0,,,,,,,,0.0,RSA,ITA,L,Player
6,EVEZARD,Jason,24.0,30.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,,,0.0,1.0,1.0,,,,1.0,,,2.0,RSA,ITA,L,Player
7,RODDA,Nicholas,21.0,46.0,0.0,5.0,0.0,2.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0,RSA,ITA,L,Player
8,MARGRO,Yaseen,15.0,53.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,RSA,ITA,L,Player
9,MAYMAN,Mogamad Farouk,12.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,RSA,ITA,L,Player
10,NEILL,Liam,18.0,48.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,RSA,ITA,L,Player
11,STEWART,Donn,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,RSA,ITA,L,Player
12,,,,,2.0,17.0,1.0,9.0,0.0,1.0,,,0.0,5.0,0.0,1.0,,,,,1.0,1.0,10.0,3.0,4.0,3.0,0.0,4.0,4.0,1.0,,,2.0,,,7.0,RSA,ITA,L,Team
13,Del LUNGO,Marco,16.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player
14,Di FULVIO,Francesco,21.0,41.0,5.0,10.0,0.0,2.0,,,1.0,2.0,2.0,2.0,,,,,,,2.0,4.0,,1.0,1.0,,3.0,3.0,,,,,,,,0.0,ITA,RSA,W,Player
15,LUONGO,Stefano,20.0,49.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,ITA,RSA,W,Player
16,PRESCIUTTI,Nicholas,19.0,12.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player
17,VELOTTO,Alessandro,19.0,10.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player
18,RENZUTO IODICE,Vincenzo,21.0,38.0,1.0,3.0,0.0,1.0,,,,,1.0,1.0,,,,,,,0.0,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player
19,ECHENIQUE,Gonzalo,23.0,41.0,2.0,3.0,1.0,1.0,0.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,ITA,RSA,W,Player
20,FIGARI,Niccolo,16.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,ITA,RSA,W,Player
21,BODEGAS,Michael Alexandre,16.0,13.0,2.0,7.0,0.0,1.0,2.0,4.0,,,0.0,1.0,,,,,,,0.0,1.0,2.0,2.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player
22,AICARDI,Matteo,15.0,47.0,2.0,3.0,,,0.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,1.0,ITA,RSA,W,Player
23,DOLCE,Vincenzo,17.0,48.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,2.0,ITA,RSA,W,Player
24,NICOSIA,Gianmarco,16.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ITA,RSA,W,Player
25,,,,,21.0,36.0,2.0,7.0,2.0,6.0,1.0,2.0,6.0,7.0,,,,,,,10.0,14.0,6.0,18.0,6.0,2.0,4.0,4.0,5.0,1.0,,,1.0,,,7.0,ITA,RSA,W,Team
26,NAGY,Viktor,31.0,43.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,HUN,GRE,L,Player
27,ANGYAL,Daniel,17.0,57.0,2.0,4.0,,,1.0,1.0,,,1.0,2.0,,,,,,,0.0,1.0,1.0,,1.0,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player
28,MANHERCZ,Krisztian,20.0,31.0,1.0,7.0,0.0,3.0,,,,,1.0,3.0,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,0.0,HUN,GRE,L,Player
29,ZALANKI,Gergo,26.0,30.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,2.0,HUN,GRE,L,Player
30,VAMOS,Marton,25.0,36.0,0.0,3.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,0.0,HUN,GRE,L,Player
31,HOSNYANSZKY,Norbert,7.0,9.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player
32,PASZTOR,Matyas,12.0,18.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,HUN,GRE,L,Player
33,JANSIK,Szilard,9.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,HUN,GRE,L,Player
34,ERDELYI,Balazs,16.0,36.0,3.0,7.0,1.0,3.0,,,,,1.0,3.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,HUN,GRE,L,Player
35,VARGA,Denes,29.0,17.0,3.0,11.0,0.0,4.0,,,,,2.0,3.0,0.0,2.0,,,,,1.0,2.0,,1.0,3.0,1.0,,,,,,,,,,0.0,HUN,GRE,L,Player
36,MEZEI,Tamas,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,HUN,GRE,L,Player
37,HARAI,Balazs,12.0,34.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,3.0,HUN,GRE,L,Player
38,,,,,9.0,38.0,1.0,14.0,1.0,1.0,,,5.0,15.0,0.0,3.0,,,,,2.0,5.0,3.0,6.0,8.0,5.0,3.0,4.0,10.0,2.0,,1.0,2.0,,,15.0,HUN,GRE,L,Team
39,ZERDEVAS,Emmanouil,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player
40,GENIDOUNIAS,Konstantinos,30.0,29.0,2.0,4.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,3.0,,0.0,1.0,2.0,,,,,,,2.0,GRE,HUN,W,Player
41,SKOUMPAKIS,Dimitrios,11.0,39.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,3.0,,,,,,,3.0,GRE,HUN,W,Player
42,KAPOTSIS,Marios,16.0,31.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,GRE,HUN,W,Player
43,FOUNTOULIS,Ioannis,28.0,45.0,3.0,7.0,0.0,3.0,,,,,3.0,4.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,1.0,GRE,HUN,W,Player
44,PAPANASTASIOU,Alexandros,20.0,16.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,1.0,GRE,HUN,W,Player
45,DERVISIS,Georgios,3.0,52.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,3.0,GRE,HUN,W,Player
46,ARGYROPOULOS KANAKAKIS,Stylianos,18.0,48.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,,,,,,3.0,GRE,HUN,W,Player
47,MOURIKIS,Konstantinos,11.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,GRE,HUN,W,Player
48,KOLOMVOS,Christodoulos,14.0,28.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,GRE,HUN,W,Player
49,GKIOUVETSIS,Konstantinos,4.0,58.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,HUN,W,Player
50,VLACHOPOULOS,Angelos,31.0,13.0,2.0,7.0,0.0,3.0,,,,,2.0,3.0,0.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,0.0,GRE,HUN,W,Player
51,,,,,10.0,26.0,1.0,12.0,,,,,9.0,13.0,0.0,1.0,,,,,,,1.0,,8.0,7.0,1.0,4.0,14.0,2.0,,,,,,16.0,GRE,HUN,W,Team
52,WOLF,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,JPN,W,Player
53,HOOPER,Johnny,23.0,37.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,0.0,USA,JPN,W,Player
54,VAVIC,Marko,20.0,34.0,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.0,USA,JPN,W,Player
55,OBERT,Alex,10.0,1.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,JPN,W,Player
56,DAUBE,Hannes,26.0,15.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,USA,JPN,W,Player
57,CUPIDO,Luca,24.0,30.0,2.0,6.0,1.0,4.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,4.0,2.0,,,2.0,,,,,,,2.0,USA,JPN,W,Player
58,HALLOCK,Ben,25.0,57.0,3.0,5.0,,,2.0,3.0,,,1.0,1.0,0.0,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,USA,JPN,W,Player
59,WOODHEAD,Dylan,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,USA,JPN,W,Player
60,BOWEN,Alex,21.0,13.0,5.0,6.0,1.0,2.0,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,1.0,1.0,USA,JPN,W,Player
61,STEVENSON,Ben,14.0,46.0,0.0,4.0,,,,,,,0.0,3.0,0.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,0.0,USA,JPN,W,Player
62,IRVING,Max,22.0,35.0,1.0,5.0,1.0,1.0,,,,,0.0,3.0,,,,,,,0.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,2.0,USA,JPN,W,Player
63,HOLLAND,Drew,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,USA,JPN,W,Player
64,,,,,15.0,35.0,4.0,12.0,2.0,4.0,1.0,1.0,6.0,13.0,0.0,2.0,,,1.0,1.0,1.0,2.0,4.0,3.0,13.0,6.0,4.0,4.0,7.0,1.0,,,,,4.0,12.0,USA,JPN,W,Team
65,TANAMURA,Katsuyuki,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player
66,ADACHI,Seiya,26.0,52.0,3.0,6.0,2.0,4.0,,,,,0.0,1.0,,,,,1.0,1.0,,,,2.0,1.0,,0.0,2.0,1.0,,,,,,,1.0,JPN,USA,L,Player
67,KOPPU,Harukiirario,27.0,41.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,JPN,USA,L,Player
68,SHIGA,Mitsuaki,27.0,0.0,3.0,4.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,,,,2.0,,,,,,2.0,JPN,USA,L,Player
69,YOSHIDA,Takuma,13.0,19.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,1.0,,,,,,,,0.0,JPN,USA,L,Player
70,SUZUKI,Toi,13.0,36.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,0.0,1.0,,,,,,,,0.0,JPN,USA,L,Player
71,SHIMIZU,Yusuke,6.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player
72,TAKATA,Mitsuru,7.0,39.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,JPN,USA,L,Player
73,ARAI,Atsushi,20.0,41.0,2.0,4.0,0.0,1.0,,,,,2.0,2.0,,,,,,,0.0,1.0,,,,,,,1.0,1.0,,,,,,2.0,JPN,USA,L,Player
74,INABA,Yusuke,25.0,59.0,3.0,8.0,0.0,3.0,,,,,,,0.0,2.0,,,3.0,3.0,,,1.0,2.0,1.0,,,,1.0,,,,1.0,,,2.0,JPN,USA,L,Player
75,OKAWA,Keigo,17.0,22.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,3.0,JPN,USA,L,Player
76,ARAKI,Kenta,5.0,6.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,JPN,USA,L,Player
77,,,,,13.0,32.0,3.0,17.0,,,,,5.0,7.0,0.0,2.0,,,4.0,4.0,1.0,2.0,5.0,8.0,5.0,5.0,0.0,4.0,6.0,4.0,1.0,,1.0,,1.0,13.0,JPN,USA,L,Team
78,CAMPBELL,Richard,26.0,14.0,3.0,5.0,2.0,3.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player
79,FORD,George,5.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,AUS,MNE,L,Player
80,TOMASEVIC,Goran,8.0,49.0,1.0,2.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,AUS,MNE,L,Player
81,POWER,Nathan,17.0,8.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,AUS,MNE,L,Player
82,EDWARDS,Lachlan Robert,15.0,48.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,MNE,L,Player
83,ROACH,Aidan,22.0,45.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,MNE,L,Player
84,YOUNGER,Aaron,27.0,1.0,2.0,4.0,0.0,1.0,,,,,1.0,2.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,0.0,AUS,MNE,L,Player
85,FORD,Andrew,13.0,14.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player
86,PUTT,Timothy Francis,17.0,43.0,1.0,3.0,1.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,AUS,MNE,L,Player
87,HOWDEN,Rhys,25.0,30.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,4.0,4.0,,,,,,,1.0,1.0,AUS,MNE,L,Player
88,EDWARDS,Blake,12.0,44.0,2.0,4.0,0.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,AUS,MNE,L,Player
89,DENNERLEY,Joel,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,AUS,MNE,L,Player
90,,,,,10.0,27.0,3.0,12.0,2.0,4.0,,,4.0,10.0,,,,,,,1.0,1.0,1.0,4.0,,2.0,4.0,4.0,7.0,2.0,,1.0,1.0,,1.0,12.0,AUS,MNE,L,Team
91,BRGULJAN,Drasko,25.0,0.0,1.0,4.0,0.0,3.0,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,,0.0,2.0,,1.0,,1.0,,,,2.0,MNE,AUS,W,Player
92,PERKOVIC,Miroslav,2.0,53.0,1.0,2.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,MNE,AUS,W,Player
93,PETKOVIC,Marko,28.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,MNE,AUS,W,Player
94,CUCKOVIC,Uros,17.0,49.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player
95,POPADIC,Vlado,14.0,1.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,2.0,MNE,AUS,W,Player
96,VIDOVIC,Stefan,11.0,31.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,MNE,AUS,W,Player
97,UKROPINA,Aleksa,18.0,40.0,4.0,4.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,,,0.0,2.0,1.0,1.0,,,,,,2.0,MNE,AUS,W,Player
98,IVOVIC,Aleksandar,28.0,28.0,1.0,2.0,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player
99,SPAIC,Vladan,11.0,36.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,MNE,AUS,W,Player
100,MATKOVIC,Dusan,21.0,7.0,3.0,5.0,0.0,1.0,,,,,3.0,3.0,,,,,,,0.0,1.0,,1.0,,,,,,,,,,,,0.0,MNE,AUS,W,Player
101,BANICEVIC,Dusan,12.0,51.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,MNE,AUS,W,Player
102,TESANOVIC,Petar,32.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,MNE,AUS,W,Player
103,,,,,15.0,28.0,5.0,14.0,0.0,2.0,,,8.0,9.0,,,,,1.0,1.0,1.0,2.0,5.0,9.0,3.0,2.0,0.0,4.0,5.0,4.0,,2.0,,,,11.0,MNE,AUS,W,Team
104,MANDIC,Dusan,25.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,SRB,ESP,L,Player
105,DEDOVIC,Nikola,19.0,12.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,SRB,ESP,L,Player
106,RANDELOVIC,Sava,4.0,43.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player
107,LAZIC,Dorde,14.0,10.0,2.0,3.0,,,0.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,ESP,L,Player
108,PIJETLOVIC,Dusko,16.0,47.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,1.0,,,1.0,,,2.0,SRB,ESP,L,Player
109,RASOVIC,Strahin a,21.0,50.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,0.0,2.0,,1.0,,,,,,1.0,SRB,ESP,L,Player
110,ALEKSIC,Milan,6.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player
111,JAKSIC,Nikola,17.0,28.0,2.0,3.0,0.0,1.0,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,3.0,,,,,,,3.0,SRB,ESP,L,Player
112,FILIPOVIC,Filip,20.0,44.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,0.0,SRB,ESP,L,Player
113,PRLAINOVIC,Andri a,29.0,7.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,SRB,ESP,L,Player
114,MITROVIC,Stefan,16.0,9.0,1.0,3.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,1.0,,,,1.0,SRB,ESP,L,Player
115,MITROVIC,Branislav,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,SRB,ESP,L,Player
116,,,,,12.0,26.0,1.0,11.0,1.0,3.0,1.0,1.0,9.0,11.0,,,,,,,,,5.0,3.0,6.0,3.0,1.0,4.0,11.0,2.0,,1.0,1.0,,,15.0,SRB,ESP,L,Team
117,LOPEZ PINEDO,Daniel,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player
118,MUNARRIZ EGANA,Alberto,26.0,3.0,4.0,7.0,1.0,1.0,,,,,2.0,3.0,1.0,3.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,ESP,SRB,W,Player
119,GRANADOS ORTEGA,Alvaro,23.0,2.0,2.0,7.0,0.0,3.0,,,,,2.0,4.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,0.0,ESP,SRB,W,Player
120,SANAHUJA,Bernat,18.0,19.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,ESP,SRB,W,Player
121,de TORO DOMINGUEZ,Miguel,13.0,30.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,ESP,SRB,W,Player
122,LARUMBE GONFAUS,Marc,12.0,25.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,3.0,ESP,SRB,W,Player
123,FAMERA,Martin,14.0,25.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,3.0,ESP,SRB,W,Player
124,FERNANDEZ MIRANDA,Francisco,16.0,47.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,2.0,ESP,SRB,W,Player
125,TAHULL COMPTE,Roger,15.0,16.0,2.0,3.0,,,0.0,1.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,ESP,SRB,W,Player
126,PERRONE ROCHA,Felipe,28.0,49.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player
127,MALLARACH GUELL,Blai,11.0,37.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player
128,BUSTOS SANCHEZ,Ale andro,11.0,47.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,ESP,SRB,W,Player
129,,,,,13.0,31.0,3.0,12.0,0.0,2.0,,,8.0,13.0,1.0,3.0,,,,,1.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,8.0,3.0,,1.0,1.0,,,13.0,ESP,SRB,W,Team
130,BIJAC,Marko,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,KAZ,W,Player
131,MACAN,Marko,12.0,38.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,1.0,CRO,KAZ,W,Player
132,FATOVIC,Loren,22.0,28.0,3.0,4.0,0.0,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,0.0,CRO,KAZ,W,Player
133,LONCAR,Luka,18.0,1.0,0.0,3.0,,,0.0,2.0,,,0.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,CRO,KAZ,W,Player
134,JOKOVIC,Maro,21.0,22.0,5.0,7.0,3.0,5.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,0.0,CRO,KAZ,W,Player
135,BUKIC,Luka,20.0,54.0,4.0,5.0,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,3.0,CRO,KAZ,W,Player
136,VUKICEVIC,Ante,20.0,12.0,1.0,3.0,,,,,0.0,1.0,1.0,1.0,,,,,,,0.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,2.0,CRO,KAZ,W,Player
137,BUSLJE,Andro,12.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,CRO,KAZ,W,Player
138,MILOS,Lovre,18.0,43.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,,2.0,CRO,KAZ,W,Player
139,VRLIC,Josip,13.0,59.0,3.0,3.0,,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,CRO,KAZ,W,Player
140,OBRADOVIC,Paulo,15.0,18.0,3.0,4.0,2.0,3.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,2.0,CRO,KAZ,W,Player
141,GARCIA GADEA,Javier,15.0,41.0,2.0,3.0,,,0.0,1.0,,,,,,,,,,,2.0,2.0,,3.0,,1.0,,,,1.0,,,,,,1.0,CRO,KAZ,W,Player
142,,,,,23.0,36.0,7.0,12.0,2.0,5.0,0.0,1.0,4.0,6.0,,,,,3.0,3.0,7.0,9.0,3.0,11.0,6.0,6.0,4.0,4.0,7.0,3.0,2.0,,,,1.0,13.0,CRO,KAZ,W,Team
143,MAKHMETOV,Madikhan,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,KAZ,CRO,L,Player
144,MEDVEDEV,Yevgeniy,13.0,53.0,0.0,4.0,0.0,1.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,KAZ,CRO,L,Player
145,AUBAKIROV,Miras,18.0,18.0,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,1.0,,1.0,,,1.0,,1.0,3.0,KAZ,CRO,L,Player
146,MARKOVIC,Dusan,16.0,15.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,2.0,KAZ,CRO,L,Player
