,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Match Number,Ref 1,Ref 2
119,GRANADOS ORTEGA,Alvaro,23:02,23.0,2.0,2.0,7.0,0.0,3.0,,,,,2.0,4.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
120,SANAHUJA,Bernat,18:19,18.0,19.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
121,de TORO DOMINGUEZ,Miguel,13:30,13.0,30.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
122,LARUMBE GONFAUS,Marc,12:25,12.0,25.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,3.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
123,FAMERA,Martin,14:25,14.0,25.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,3.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
124,FERNANDEZ MIRANDA,Francisco,16:47,16.0,47.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,2.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
125,TAHULL COMPTE,Roger,15:16,15.0,16.0,2.0,3.0,,,0.0,1.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
126,PERRONE ROCHA,Felipe,28:49,28.0,49.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
127,MALLARACH GUELL,Blai,11:37,11.0,37.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
128,BUSTOS SANCHEZ,Ale andro,11:47,11.0,47.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,ESP,SRB,W,Player,5,STAVRIDIS,GOLDENBERG
129,,,,,,13.0,31.0,3.0,12.0,0.0,2.0,,,8.0,13.0,1.0,3.0,,,,,1.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,8.0,3.0,,1.0,1.0,,,13.0,ESP,SRB,W,Team,5,STAVRIDIS,GOLDENBERG
130,BIJAC,Marko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,KAZ,W,Player,6,WILLIS,OHME
131,MACAN,Marko,12:38,12.0,38.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,1.0,CRO,KAZ,W,Player,6,WILLIS,OHME
132,FATOVIC,Loren,22:28,22.0,28.0,3.0,4.0,0.0,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,0.0,CRO,KAZ,W,Player,6,WILLIS,OHME
133,LONCAR,Luka,18:01,18.0,1.0,0.0,3.0,,,0.0,2.0,,,0.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,CRO,KAZ,W,Player,6,WILLIS,OHME
134,JOKOVIC,Maro,21:22,21.0,22.0,5.0,7.0,3.0,5.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,0.0,CRO,KAZ,W,Player,6,WILLIS,OHME
135,BUKIC,Luka,20:54,20.0,54.0,4.0,5.0,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,3.0,CRO,KAZ,W,Player,6,WILLIS,OHME
136,VUKICEVIC,Ante,20:12,20.0,12.0,1.0,3.0,,,,,0.0,1.0,1.0,1.0,,,,,,,0.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,2.0,CRO,KAZ,W,Player,6,WILLIS,OHME
137,BUSLJE,Andro,12:44,12.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,CRO,KAZ,W,Player,6,WILLIS,OHME
138,MILOS,Lovre,18:43,18.0,43.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,,2.0,CRO,KAZ,W,Player,6,WILLIS,OHME
139,VRLIC,Josip,13:59,13.0,59.0,3.0,3.0,,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,CRO,KAZ,W,Player,6,WILLIS,OHME
140,OBRADOVIC,Paulo,15:18,15.0,18.0,3.0,4.0,2.0,3.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,2.0,CRO,KAZ,W,Player,6,WILLIS,OHME
141,GARCIA GADEA,Javier,15:41,15.0,41.0,2.0,3.0,,,0.0,1.0,,,,,,,,,,,2.0,2.0,,3.0,,1.0,,,,1.0,,,,,,1.0,CRO,KAZ,W,Player,6,WILLIS,OHME
142,,,,,,23.0,36.0,7.0,12.0,2.0,5.0,0.0,1.0,4.0,6.0,,,,,3.0,3.0,7.0,9.0,3.0,11.0,6.0,6.0,4.0,4.0,7.0,3.0,2.0,,,,1.0,13.0,CRO,KAZ,W,Team,6,WILLIS,OHME
143,MAKHMETOV,Madikhan,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
144,MEDVEDEV,Yevgeniy,13:53,13.0,53.0,0.0,4.0,0.0,1.0,,,,,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,KAZ,CRO,L,Player,6,OHME,WILLIS
145,AUBAKIROV,Miras,18:18,18.0,18.0,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,1.0,,1.0,,,1.0,,1.0,3.0,KAZ,CRO,L,Player,6,OHME,WILLIS
146,MARKOVIC,Dusan,16:15,16.0,15.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,2.0,KAZ,CRO,L,Player,6,OHME,WILLIS
147,SHMIDER,Alexey,20:00,20.0,0.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
148,ARTYUKH,Danil,5:33,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
149,SHAKENOV,Murat,26:32,26.0,32.0,1.0,7.0,0.0,2.0,,,,,1.0,2.0,0.0,2.0,,,0.0,1.0,,,,,,1.0,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
150,VUKSANOVIC,Srdan,23:26,23.0,26.0,3.0,9.0,0.0,3.0,1.0,2.0,,,1.0,3.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,1.0,1.0,KAZ,CRO,L,Player,6,OHME,WILLIS
151,UKUMANOV,Rustam,22:17,22.0,17.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,KAZ,CRO,L,Player,6,OHME,WILLIS
152,RUDAY,Mikhail,18:53,18.0,53.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
153,ALTAYEV,Altay,13:07,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
154,SHVEDOV,Stanislav,13:46,13.0,46.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,2.0,,,,,,,,0.0,KAZ,CRO,L,Player,6,OHME,WILLIS
155,,,,,,7.0,28.0,1.0,10.0,1.0,2.0,,,4.0,11.0,0.0,3.0,,,0.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0,0.0,4.0,2.0,2.0,,,1.0,,3.0,8.0,KAZ,CRO,L,Team,6,OHME,WILLIS
156,KANDIC,Slaven,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
157,BRGULJAN,Drasko,26:19,26.0,19.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
158,PERKOVIC,Miroslav,4:57,4.0,57.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
159,PETKOVIC,Marko,25:06,25.0,6.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,3.0,,,,,1.0,,,,,,,1.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
160,CUCKOVIC,Uros,8:19,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
161,POPADIC,Vlado,15:53,15.0,53.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
162,VIDOVIC,Stefan,16:06,16.0,6.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
163,UKROPINA,Aleksa,16:26,16.0,26.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,1.0,,0.0,1.0,,,,,,,1.0,1.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
164,IVOVIC,Aleksandar,27:36,27.0,36.0,2.0,5.0,0.0,2.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,2.0,,,,,,,2.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
165,SPAIC,Vladan,13:15,13.0,15.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
166,MATKOVIC,Dusan,29:41,29.0,41.0,3.0,11.0,1.0,9.0,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,0.0,1.0,,,,,,,,0.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
167,BANICEVIC,Dusan,8:22,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,ESP,L,Player,7,STAVRIDIS,DERVIEUX
168,,,,,,6.0,27.0,1.0,16.0,0.0,1.0,,,4.0,8.0,0.0,1.0,,,,,1.0,1.0,2.0,7.0,4.0,3.0,1.0,4.0,8.0,,,,,,1.0,9.0,MNE,ESP,L,Team,7,STAVRIDIS,DERVIEUX
169,LOPEZ PINEDO,Daniel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
170,MUNARRIZ EGANA,Alberto,26:33,26.0,33.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
171,GRANADOS ORTEGA,Alvaro,23:44,23.0,44.0,2.0,6.0,0.0,3.0,,,,,1.0,2.0,,,,,1.0,1.0,,,1.0,5.0,1.0,,0.0,1.0,,,,,1.0,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
172,SANAHUJA,Bernat,9:35,9.0,35.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
173,de TORO DOMINGUEZ,Miguel,15:22,15.0,22.0,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
174,LARUMBE GONFAUS,Marc,25:24,25.0,24.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,0.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
175,FAMERA,Martin,17:28,17.0,28.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
176,FERNANDEZ MIRANDA,Francisco,14:30,14.0,30.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
177,TAHULL COMPTE,Roger,13:11,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
178,PERRONE ROCHA,Felipe,26:43,26.0,43.0,0.0,6.0,0.0,4.0,,,,,0.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
179,MALLARACH GUELL,Blai,10:23,10.0,23.0,2.0,4.0,0.0,1.0,,,,,2.0,2.0,,,,,,,0.0,1.0,,,,,,,,1.0,,,,,,1.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
180,BUSTOS SANCHEZ,Ale andro,9:07,9.0,7.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,2.0,ESP,MNE,W,Player,7,DERVIEUX,STAVRIDIS
181,,,,,,8.0,25.0,3.0,15.0,,,,,4.0,8.0,,,,,1.0,1.0,0.0,1.0,6.0,12.0,9.0,2.0,3.0,4.0,6.0,1.0,,,2.0,,,9.0,ESP,MNE,W,Team,7,DERVIEUX,STAVRIDIS
182,MEDVEDEV,Yevgeniy,19:19,19.0,19.0,2.0,4.0,1.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
183,AUBAKIROV,Miras,13:13,13.0,13.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,1.0,,1.0,0.0,2.0,,,,,,,,0.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
184,MARKOVIC,Dusan,18:46,18.0,46.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,2.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
185,SHMIDER,Alexey,14:57,14.0,57.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
186,ARTYUKH,Danil,6:52,6.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
187,SHAKENOV,Murat,21:49,21.0,49.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,2.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
188,VUKSANOVIC,Srdan,27:06,27.0,6.0,2.0,7.0,0.0,2.0,,,,,2.0,3.0,,,,,,,0.0,2.0,,2.0,1.0,,,,1.0,,,,,,,1.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
189,UKUMANOV,Rustam,20:57,20.0,57.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
190,RUDAY,Mikhail,15:26,15.0,26.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
191,ALTAYEV,Altay,16:23,16.0,23.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
192,SHVEDOV,Stanislav,17:12,17.0,12.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,2.0,,,,,,,2.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
193,LIPILIN,Pavel,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,KAZ,SRB,L,Player,8,KUN,ALEXANDRESCU
194,,,,,,5.0,23.0,2.0,13.0,0.0,1.0,,,2.0,6.0,,,,,1.0,1.0,0.0,2.0,7.0,7.0,3.0,1.0,2.0,4.0,9.0,,,1.0,2.0,,,12.0,KAZ,SRB,L,Team,8,KUN,ALEXANDRESCU
195,MANDIC,Dusan,16:05,16.0,5.0,2.0,4.0,1.0,1.0,,,1.0,1.0,,,0.0,2.0,,,,,,,,2.0,1.0,,,,1.0,,,,,,,1.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
196,DEDOVIC,Nikola,23:09,23.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,,,0.0,1.0,2.0,,,,,,,2.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
197,RANDELOVIC,Sava,13:20,13.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
198,LAZIC,Dorde,18:36,18.0,36.0,1.0,2.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,0.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
199,PIJETLOVIC,Dusko,12:09,12.0,9.0,4.0,4.0,,,2.0,2.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
200,RASOVIC,Strahin a,26:32,26.0,32.0,3.0,6.0,1.0,4.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
201,ALEKSIC,Milan,16:57,16.0,57.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,2.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
202,JAKSIC,Nikola,15:07,15.0,7.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,1.0,2.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
203,FILIPOVIC,Filip,16:38,16.0,38.0,1.0,4.0,0.0,1.0,,,,,0.0,1.0,,,,,,,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
204,PRLAINOVIC,Andri a,12:09,12.0,9.0,2.0,3.0,0.0,1.0,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
205,MITROVIC,Stefan,21:18,21.0,18.0,2.0,3.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,0.0,SRB,KAZ,W,Player,8,ALEXANDRESCU,KUN
206,,,,,,19.0,30.0,5.0,10.0,2.0,4.0,1.0,1.0,9.0,10.0,0.0,2.0,,,,,2.0,3.0,7.0,14.0,3.0,4.0,2.0,4.0,8.0,,,2.0,,,1.0,11.0,SRB,KAZ,W,Team,8,ALEXANDRESCU,KUN
207,HRYSANTHOS,Anthony,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,AUS,CRO,W,Player,9,ALEXANDRESCU,KUN
208,CAMPBELL,Richard,26:22,26.0,22.0,3.0,5.0,1.0,2.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
209,FORD,George,9:45,9.0,45.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,2.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
210,TOMASEVIC,Goran,9:27,9.0,27.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
211,POWER,Nathan,16:41,16.0,41.0,1.0,4.0,,,0.0,1.0,,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
212,EDWARDS,Lachlan Robert,12:29,12.0,29.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,3.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
213,ROACH,Aidan,23:57,23.0,57.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,2.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
214,YOUNGER,Aaron,28:21,28.0,21.0,1.0,6.0,1.0,2.0,,,,,0.0,3.0,0.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
215,FORD,Andrew,12:57,12.0,57.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
216,PUTT,Timothy Francis,13:33,13.0,33.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
217,HOWDEN,Rhys,23:53,23.0,53.0,1.0,4.0,0.0,2.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,3.0,4.0,1.0,1.0,,,,,,2.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
218,EDWARDS,Blake,14:35,14.0,35.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,0.0,AUS,CRO,W,Player,9,GOLDENBERG,OHME
219,,,,,,11.0,29.0,5.0,12.0,0.0,2.0,,,5.0,13.0,1.0,2.0,,,,,,,4.0,5.0,5.0,2.0,3.0,4.0,6.0,5.0,,,2.0,,2.0,15.0,AUS,CRO,W,Team,9,GOLDENBERG,OHME
220,BIJAC,Marko,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CRO,AUS,L,Player,9,GOLDENBERG,OHME
221,MACAN,Marko,8:14,8.0,14.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,2.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
222,FATOVIC,Loren,23:07,23.0,7.0,2.0,4.0,0.0,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
223,LONCAR,Luka,16:08,16.0,8.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
224,JOKOVIC,Maro,25:15,25.0,15.0,3.0,5.0,0.0,1.0,,,,,0.0,1.0,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
225,BUKIC,Luka,22:53,22.0,53.0,2.0,5.0,1.0,3.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,2.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
226,VUKICEVIC,Ante,18:48,18.0,48.0,0.0,5.0,0.0,2.0,,,,,0.0,3.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
227,BUSLJE,Andro,11:52,11.0,52.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,2.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
228,MILOS,Lovre,13:09,13.0,9.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,0.0,2.0,,,,,,,,0.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
229,VRLIC,Josip,15:34,15.0,34.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,2.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
230,OBRADOVIC,Paulo,15:08,15.0,8.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,1.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
231,GARCIA GADEA,Javier,21:52,21.0,52.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,CRO,AUS,L,Player,9,OHME,GOLDENBERG
232,,,,,,8.0,26.0,1.0,13.0,,,,,4.0,10.0,,,,,2.0,2.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,4.0,7.0,6.0,,,,,,13.0,CRO,AUS,L,Team,9,OHME,GOLDENBERG
233,Del LUNGO,Marco,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,ITA,GRE,L,Player,10,OHME,GOLDENBERG
234,Di FULVIO,Francesco,28:17,28.0,17.0,0.0,3.0,0.0,1.0,,,,,,,0.0,2.0,,,,,,,1.0,,2.0,3.0,2.0,2.0,1.0,,,,,,,1.0,ITA,GRE,L,Player,10,BUCH JUANOLA,IVANOSKI
235,LUONGO,Stefano,14:28,14.0,28.0,1.0,4.0,1.0,1.0,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,GRE,L,Player,10,BUCH JUANOLA,IVANOSKI
236,FIGLIOLI,Pietro,24:34,24.0,34.0,2.0,10.0,0.0,6.0,,,,,1.0,3.0,,,,,1.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,,0.0,ITA,GRE,L,Player,10,BUCH JUANOLA,IVANOSKI
237,PRESCIUTTI,Nicholas,15:43,15.0,43.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ITA,GRE,L,Player,10,BUCH JUANOLA,IVANOSKI
238,VELOTTO,Alessandro,10:52,10.0,52.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,ITA,GRE,L,Player,10,BUCH JUANOLA,IVANOSKI
